,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO,data_registro,ID_CONTROLE
,CVLI,Homicídio,07/02/2012,21:00,Palmeira dos Índios,Centro,Feminino,Parda,18.0,PAF,Dentro de Casa,2012-02-07 21:00:00,263.0
,CVLI,Homicídio,07/02/2012,07:00,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,27.0,PAF,Via Pública,2012-02-07 07:00:00,264.0
,CVLI,Homicídio,07/02/2012,23:20,Maceió,Cidade Universitária,Masculino,NI,20.0,PAF,Bar,2012-02-07 23:20:00,265.0
,CVLI,Homicídio,07/02/2012,17:00,Major Isidoro,Zona Rural,Masculino,Parda,20.0,ESPANCAMENTO,Dentro de Casa,2012-02-07 17:00:00,266.0
,CVLI,Homicídio,07/02/2012,05:50,Maceió,Pajuçara,Masculino,Parda,,ESPANCAMENTO,Via Pública,2012-02-07 05:50:00,267.0
,CVLI,Homicídio,07/02/2012,23:20,Maceió,Cidade Universitária,Masculino,NI,41.0,PAF,Bar,2012-02-07 23:20:00,268.0
,CVLI,Roubo com Resultado Morte,07/02/2012,21:40,São Luís do Quitunde,Centro,Feminino,NI,44.0,BRANCA,Dentro de Casa,2012-02-07 21:40:00,269.0
,CVLI,Homicídio,07/02/2012,19:00,São Sebastião,Bairro não Informado,Masculino,NI,54.0,ESPANCAMENTO,,2012-02-07 19:00:00,270.0
,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Branca,58.0,PAF,Imediações de Casa,2014-09-01 18:47:00,9869.0
,CVLI,Homicídio,08/02/2012,21:00,Traipu,Zona Rural,Masculino,Parda,47.0,BRANCA,Vegetação,2012-02-08 21:00:00,272.0
,CVLI,Homicídio,08/02/2012,20:50,Maceió,Cidade Universitária,Masculino,NI,40.0,ESPANCAMENTO,Via Pública,2012-02-08 20:50:00,273.0
,CVLI,Homicídio,08/02/2012,02:30,Arapiraca,Ouro Preto,Masculino,Parda,24.0,PAF,Bar,2012-02-08 02:30:00,274.0
,CVLI,Homicídio,08/02/2012,16:30,Maceió,Antares,Masculino,NI,43.0,PAF/B,Via Pública,2012-02-08 16:30:00,275.0
,CVLI,Homicídio,09/02/2012,20:40,Penedo,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-09 20:40:00,276.0
,CVLI,Homicídio,09/02/2012,21:30,Maceió,Santos Dumont,Masculino,NI,25.0,PAF,Via Pública,2012-02-09 21:30:00,277.0
,CVLI,Homicídio,09/02/2012,20:00,Maceió,Jacintinho,Masculino,Parda,28.0,PAF,Imediações de Casa,2012-02-09 20:00:00,278.0
,CVLI,Homicídio,09/02/2012,19:30,Messias,Centro,Masculino,Parda,25.0,PAF,Via Pública,2012-02-09 19:30:00,279.0
,CVLI,Homicídio,09/02/2012,22:50,Maceió,Santa Amélia,Masculino,NI,19.0,PAF,Via Pública,2012-02-09 22:50:00,280.0
,CVLI,Homicídio,08/02/2012,08:00,Flexeiras,Zona Rural,Masculino,Branca,66.0,ESPANCAMENTO,Imediações de Casa,2012-02-08 08:00:00,281.0
,CVLI,Homicídio,10/02/2012,20:00,São Miguel dos Campos,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-10 20:00:00,282.0
,CVLI,Homicídio,10/02/2012,19:30,Maceió,Jacintinho,Masculino,NI,19.0,PAF,Próximo de Casa,2012-02-10 19:30:00,283.0
,CVLI,Homicídio,12/02/2012,18:30,Cajueiro,Centro,Feminino,Parda,29.0,BRANCA,Dentro de Casa,2012-02-12 18:30:00,284.0
,CVLI,Homicídio,11/02/2012,22:10,Maceió,Santos Dumont,Masculino,NI,22.0,PAF,Via Pública,2012-02-11 22:10:00,285.0
,CVLI,Homicídio,10/02/2012,22:55,Coruripe,Zona Rural,Masculino,Parda,25.0,PAF,Quintal de Casa,2012-02-10 22:55:00,286.0
,CVLI,Homicídio,11/02/2012,01:50,Maceió,Jacintinho,Masculino,NI,18.0,PAF,Via Pública,2012-02-11 01:50:00,287.0
,CVLI,Homicídio,10/02/2012,19:00,Atalaia,Zona Rural,Masculino,Parda,19.0,PAF,Via Pública,2012-02-10 19:00:00,288.0
,CVLI,Homicídio,12/02/2012,21:30,Cajueiro,Zona Rural,Masculino,NI,27.0,PAF,Via Pública,2012-02-12 21:30:00,289.0
,CVLI,Homicídio,12/02/2012,02:10,Maceió,Riacho Doce,Masculino,NI,24.0,PAF,Via Pública,2012-02-12 02:10:00,290.0
,CVLI,Homicídio,12/02/2012,20:00,União dos Palmares,Centro,Masculino,Parda,44.0,PAF,Estabelecimento Comercial,2012-02-12 20:00:00,291.0
,CVLI,Homicídio,12/02/2012,18:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,28.0,PAF,Próximo de Casa,2012-02-12 18:30:00,292.0
,CVLI,Homicídio,12/02/2012,18:30,Maceió,Clima Bom,Masculino,Branca,25.0,PAF,Via Pública,2012-02-12 18:30:00,293.0
,CVLI,Homicídio,12/02/2012,03:00,Maceió,Trapiche da Barra,Masculino,NI,24.0,PAF,Porta de Casa,2012-02-12 03:00:00,294.0
,CVLI,Homicídio,12/02/2012,02:00,Satuba,Centro,Masculino,NI,22.0,BRANCA,Via Pública,2012-02-12 02:00:00,295.0
,CVLI,Homicídio,12/02/2012,22:00,São Miguel dos Campos,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-12 22:00:00,296.0
,CVLI,Homicídio,12/02/2012,05:30,Maceió,Ponta Grossa,Masculino,NI,22.0,PAF,Via Pública,2012-02-12 05:30:00,297.0
,CVLI,Homicídio,12/02/2012,05:30,Maceió,Feitosa,Masculino,NI,39.0,BRANCA,Via Pública,2012-02-12 05:30:00,298.0
,CVLI,Homicídio,12/02/2012,16:00,Maceió,Clima Bom,Masculino,NI,33.0,PAF,Via Pública,2012-02-12 16:00:00,299.0
,CVLI,Roubo com Resultado Morte,12/02/2012,02:30,Marechal Deodoro,Centro,Masculino,NI,34.0,PAF,Via Pública,2012-02-12 02:30:00,300.0
,CVLI,Homicídio,12/02/2012,22:40,Maceió,Jacintinho,Masculino,Branca,23.0,PAF,Bloco Carnavalesco,2012-02-12 22:40:00,301.0
,CVLI,Homicídio,12/02/2012,13:40,Maceió,Jacintinho,Masculino,Branca,62.0,PAF,Dentro de Casa,2012-02-12 13:40:00,302.0
,CVLI,Homicídio,12/02/2012,13:40,Maceió,Jacintinho,Masculino,Parda,32.0,PAF,Dentro de Casa,2012-02-12 13:40:00,304.0
,CVLI,Homicídio,13/02/2012,20:50,Pilar,Chã do Pilar,Masculino,Branca,20.0,PAF,Via Pública,2012-02-13 20:50:00,305.0
,CVLI,Homicídio,13/02/2012,07:00,Satuba,Zona Rural,Masculino,NI,17.0,PAF,Dentro de Casa,2012-02-13 07:00:00,306.0
,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Parda,42.0,PAF,Imediações de Casa,2014-09-01 18:47:00,9892.0
,CVLI,Homicídio,01/09/2016,22:30,Maceió,Benedito Bentes,Masculino,Parda,16.0,PAF,Próximo de Casa,2016-09-01 22:30:00,17520.0
,CVLI,Homicídio,14/02/2012,09:00,União dos Palmares,Roberto Correia de Araújo,Masculino,Parda,31.0,PAF,Via Pública,2012-02-14 09:00:00,309.0
,CVLI,Homicídio,14/02/2012,14:20,Maceió,Farol,Masculino,NI,19.0,PAF,Bar,2012-02-14 14:20:00,310.0
,CVLI,Roubo com Resultado Morte,14/02/2012,14:40,Maceió,Pinheiro,Masculino,Parda,48.0,PAF,Via Pública,2012-02-14 14:40:00,311.0
,CVLI,Homicídio,14/02/2012,07:20,Maceió,Bebedouro,Masculino,Parda,22.0,PAF,Próximo de Casa,2012-02-14 07:20:00,313.0
,CVLI,Homicídio,14/02/2012,19:00,São Miguel dos Campos,Zona Rural,Masculino,Parda,28.0,BRANCA,Próximo de Casa,2012-02-14 19:00:00,314.0
,CVLI,Homicídio,14/02/2012,01:00,Barra de Santo Antônio,Zona Rural,Masculino,Parda,17.0,PAF,Estrada Vicinal,2012-02-14 01:00:00,315.0
,CVLI,Homicídio,15/02/2012,11:00,Viçosa,Zona Rural,Masculino,NI,25.0,ESPANCAMENTO,Local Público,2012-02-15 11:00:00,316.0
,CVLI,Homicídio,15/02/2012,19:15,Palmeira dos Índios,Centro,Masculino,Parda,26.0,PAF,Via Pública,2012-02-15 19:15:00,317.0
,CVLI,Homicídio,15/02/2012,10:00,Maceió,Santo Amaro,Masculino,Parda,25.0,PAF,Vegetação,2012-02-15 10:00:00,318.0
,CVLI,Roubo com Resultado Morte,16/02/2012,13:50,Maceió,Pescaria,Masculino,NI,38.0,PAF,Via Pública,2012-02-16 13:50:00,319.0
,CVLI,Homicídio,16/02/2012,21:00,Maceió,Cidade Universitária,Masculino,NI,17.0,ESPANCAMENTO,Via Pública,2012-02-16 21:00:00,320.0
,CVLI,Homicídio,16/02/2012,16:15,Palmeira dos Índios,Zona Rural,Masculino,Parda,23.0,PAF,Via Pública,2012-02-16 16:15:00,321.0
,CVLI,Homicídio,16/02/2012,00:55,São Miguel dos Campos,Centro,Masculino,NI,21.0,PAF,Via Pública,2012-02-16 00:55:00,322.0
,CVLI,Homicídio,16/02/2012,19:00,Maceió,Tabuleiro do Martins,Masculino,NI,21.0,PAF,Bar,2012-02-16 19:00:00,323.0
,CVLI,Roubo com Resultado Morte,17/02/2012,23:00,Maceió,Bebedouro,Masculino,NI,80.0,BRANCA,Dentro de Casa,2012-02-17 23:00:00,324.0
,CVLI,Homicídio,16/02/2012,22:00,Rio Largo,Mata do Rolo,Masculino,NI,18.0,PAF,Próximo de Casa,2012-02-16 22:00:00,325.0
,CVLI,Homicídio,18/02/2012,09:15,Maceió,Cidade Universitária,Masculino,NI,19.0,PAF,Via Pública,2012-02-18 09:15:00,326.0
,CVLI,Homicídio,18/02/2012,13:38,Maceió,Trapiche da Barra,Masculino,Parda,49.0,PAF,Próximo de Casa,2012-02-18 13:38:00,327.0
,CVLI,Homicídio,18/02/2012,03:30,União dos Palmares,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-02-18 03:30:00,328.0
,CVLI,Homicídio,18/02/2012,02:10,Rio Largo,Centro,Masculino,NI,25.0,PAF,Via Pública,2012-02-18 02:10:00,329.0
,CVLI,Homicídio,18/02/2012,20:30,Murici,Centro,Masculino,NI,49.0,PAF,Dentro de Casa,2012-02-18 20:30:00,330.0
,CVLI,Homicídio,17/02/2012,15:45,São Miguel dos Milagres,Zona Rural,Masculino,NI,21.0,PAF,Via Pública,2012-02-17 15:45:00,331.0
,CVLI,Homicídio,19/02/2012,01:30,Atalaia,Zona Rural,Masculino,NI,34.0,BRANCA,Via Pública,2012-02-19 01:30:00,332.0
,CVLI,Homicídio,19/02/2012,19:30,Barra de Santo Antônio,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-02-19 19:30:00,333.0
,CVLI,Homicídio,16/02/2012,19:45,São Miguel dos Campos,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-16 19:45:00,334.0
,CVLI,Homicídio,19/02/2012,03:30,Jequiá da Praia,Centro,Masculino,Parda,39.0,ESPANCAMENTO,Próximo de Casa,2012-02-19 03:30:00,335.0
,CVLI,Homicídio,19/02/2012,02:00,Maceió,Antares,Masculino,NI,18.0,PAF,,2012-02-19 02:00:00,336.0
,CVLI,Homicídio,19/02/2012,01:00,Coruripe,Centro,Masculino,Parda,21.0,PAF,Via Pública,2012-02-19 01:00:00,337.0
,CVLI,Homicídio,19/02/2012,18:30,União dos Palmares,Sagrada Família,Masculino,Parda,19.0,PAF,Via Pública,2012-02-19 18:30:00,338.0
,CVLI,Homicídio,19/02/2012,15:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,17.0,PAF,Via Pública,2012-02-19 15:30:00,339.0
,CVLI,Homicídio,19/02/2012,07:00,Marechal Deodoro,Massagueira,Masculino,Parda,17.0,BRANCA,Próximo de Casa,2012-02-19 07:00:00,340.0
,CVLI,Homicídio,19/02/2012,03:00,Boca da Mata,Centro,Masculino,NI,18.0,BRANCA,Via Pública,2012-02-19 03:00:00,341.0
,CVLI,Homicídio,20/02/2012,23:00,União dos Palmares,Centro,Masculino,Parda,43.0,PAF,Via Pública,2012-02-20 23:00:00,342.0
,CVLI,Homicídio,19/02/2012,19:00,Igaci,Zona Rural,Masculino,NI,75.0,ESPANCAMENTO,Próximo de Casa,2012-02-19 19:00:00,343.0
,CVLI,Homicídio,20/02/2012,01:00,Capela,Zona Rural,Feminino,NI,41.0,PAF,Vegetação,2012-02-20 01:00:00,344.0
,CVLI,Homicídio,20/02/2012,19:15,Murici,Centro,Masculino,NI,17.0,PAF,Via Pública,2012-02-20 19:15:00,345.0
,CVLI,Homicídio,20/02/2012,19:40,Maceió,Jacintinho,Feminino,Parda,11.0,PAF,Próximo de Casa,2012-02-20 19:40:00,346.0
,CVLI,Homicídio,20/02/2012,03:45,Junqueiro,Zona Rural,Masculino,Parda,16.0,PAF/B,Via Pública,2012-02-20 03:45:00,347.0
,CVLI,Homicídio,20/02/2012,04:30,Rio Largo,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-02-20 04:30:00,348.0
,CVLI,Homicídio,21/02/2012,17:58,Murici,Centro,Masculino,Parda,18.0,PAF,Via Pública,2012-02-21 17:58:00,349.0
,CVLI,Homicídio,20/02/2012,17:00,Maceió,Levada,Masculino,NI,19.0,PAF,Via Pública,2012-02-20 17:00:00,350.0
,CVLI,Homicídio,20/02/2012,02:00,Maceió,Feitosa,Masculino,NI,27.0,PAF,Próximo de Casa,2012-02-20 02:00:00,351.0
,CVLI,Homicídio,20/02/2012,15:10,Palmeira dos Índios,Centro,Masculino,NI,33.0,PAF,Via Pública,2012-02-20 15:10:00,352.0
,CVLI,Roubo com Resultado Morte,21/02/2012,16:00,Inhapi,Zona Rural,Masculino,Parda,50.0,PAF,Via Pública,2012-02-21 16:00:00,353.0
,CVLI,Homicídio,21/02/2012,16:20,Murici,Centro,Masculino,NI,19.0,PAF,Bloco Carnavalesco,2012-02-21 16:20:00,354.0
,CVLI,Homicídio,21/02/2012,21:30,União dos Palmares,Centro,Masculino,NI,17.0,PAF,Próximo de Casa,2012-02-21 21:30:00,355.0
,CVLI,Homicídio,17/02/2012,20:30,Rio Largo,Zona Rural,Masculino,NI,27.0,BRANCA,Local de Trabalho,2012-02-17 20:30:00,356.0
,CVLI,Homicídio,21/02/2012,19:10,Rio Largo,Centro,Masculino,NI,27.0,PAF,Próximo de Casa,2012-02-21 19:10:00,357.0
,CVLI,Homicídio,20/02/2012,21:00,Boca da Mata,Centro,Masculino,Parda,20.0,PAF,Próximo de Casa,2012-02-20 21:00:00,358.0
,CVLI,Homicídio,21/02/2012,10:20,Maceió,Bom Parto,Masculino,NI,25.0,PAF,Via Pública,2012-02-21 10:20:00,359.0
,CVLI,Homicídio,21/02/2012,15:30,Maceió,Jacintinho,Masculino,NI,28.0,PAF,Interior de Veículo,2012-02-21 15:30:00,360.0
,CVLI,Homicídio,22/02/2012,11:00,Murici,Centro,Masculino,NI,14.0,PAF,Próximo de Casa,2012-02-22 11:00:00,361.0
,CVLI,Homicídio,22/02/2012,07:00,Arapiraca,Sítio Mulungu,Masculino,Parda,25.0,ASFIXIA MECÂNICA,Estrada Vicinal,2012-02-22 07:00:00,362.0
,CVLI,Homicídio,23/02/2012,08:00,Barra de São Miguel,Bairro não Informado,Masculino,NI,26.0,PAF,Dentro de Casa,2012-02-23 08:00:00,363.0
,CVLI,Homicídio,01/09/2019,19:20,Maceió,Vergel do Lago,Masculino,Parda,26.0,PAF,Imediações de Casa,2019-09-01 19:20:00,31155.0
,CVLI,Homicídio,01/09/2020,02:15,Maceió,Benedito Bentes,Masculino,Parda,20.0,ESPANCAMENTO,Imediações de Casa,2020-09-01 02:15:00,40004.0
,CVLI,Homicídio,23/02/2012,20:00,Penedo,Centro,Masculino,Parda,16.0,PAF,Via Pública,2012-02-23 20:00:00,366.0
,CVLI,Homicídio,23/02/2012,16:00,Palestina,Zona Rural,Feminino,Parda,38.0,PAF,Porta de Casa,2012-02-23 16:00:00,367.0
,CVLI,Homicídio,23/02/2012,03:00,Colônia Leopoldina,Zona Rural,Masculino,Parda,42.0,PAF,Via Pública,2012-02-23 03:00:00,369.0
,CVLI,Homicídio,01/10/2017,22:08,Maceió,Benedito Bentes,Masculino,Preta,30.0,BRANCA,Imediações de Casa,2017-10-01 22:08:00,22472.0
,CVLI,Homicídio,24/02/2012,19:00,Santana do Ipanema,Centro,Masculino,Preta,19.0,PAF,Próximo de Casa,2012-02-24 19:00:00,371.0
,CVLI,Homicídio,24/02/2012,20:25,Marechal Deodoro,Centro,Masculino,NI,25.0,PAF,Via Pública,2012-02-24 20:25:00,372.0
,CVLI,Homicídio,22/02/2012,06:00,União dos Palmares,Sagrada Família,Masculino,Branca,32.0,PAF/B,Via Pública,2012-02-22 06:00:00,373.0
,CVLI,Homicídio,24/02/2012,00:10,Palmeira dos Índios,Vila Maria,Masculino,Parda,24.0,PAF,Via Pública,2012-02-24 00:10:00,374.0
,CVLI,Homicídio,24/02/2012,19:30,União dos Palmares,Roberto Correia de Araújo,Masculino,Parda,33.0,PAF,Via Pública,2012-02-24 19:30:00,375.0
,CVLI,Homicídio,24/02/2012,21:20,Messias,Centro,Masculino,NI,37.0,PAF,Bar,2012-02-24 21:20:00,376.0
,CVLI,Homicídio,24/02/2012,01:30,União dos Palmares,Centro,Masculino,Parda,42.0,PAF,Via Pública,2012-02-24 01:30:00,377.0
,CVLI,Homicídio,24/02/2012,23:00,Arapiraca,Primavera,Masculino,Parda,18.0,PAF,Via Pública,2012-02-24 23:00:00,378.0
,CVLI,Homicídio,24/02/2012,01:30,União dos Palmares,Centro,Masculino,Parda,16.0,PAF,Via Pública,2012-02-24 01:30:00,379.0
,CVLI,Homicídio,24/02/2012,08:00,Piranhas,Zona Rural,Masculino,Parda,28.0,ESPANCAMENTO,Imediações de Casa,2012-02-24 08:00:00,380.0
,CVLI,Homicídio,25/02/2012,02:30,Arapiraca,Sítio Pau d Arco,Masculino,NI,30.0,PAF,Via Pública,2012-02-25 02:30:00,381.0
,CVLI,Roubo com Resultado Morte,24/02/2012,16:00,Arapiraca,Santa Edwiges,Masculino,NI,19.0,PAF,Via Pública,2012-02-24 16:00:00,382.0
,CVLI,Homicídio,25/02/2012,02:30,Coruripe,Zona Rural,Masculino,Parda,24.0,PAF,Via Pública,2012-02-25 02:30:00,383.0
,CVLI,Homicídio,01/10/2022,11:28,Maceió,Benedito Bentes,Masculino,Parda,21.0,PAF,Imediações de Casa,2022-10-01 11:28:00,50269.0
,CVLI,Homicídio,25/02/2012,23:00,Barra de Santo Antônio,Centro,Masculino,Parda,16.0,BRANCA,Via Pública,2012-02-25 23:00:00,385.0
,CVLI,Homicídio,25/02/2012,06:00,Maceió,Cidade Universitária,Masculino,NI,19.0,ESPANCAMENTO,,2012-02-25 06:00:00,386.0
,CVLI,Homicídio,25/02/2012,16:24,Maceió,Petrópolis,Masculino,NI,23.0,PAF,,2012-02-25 16:24:00,387.0
,CVLI,Homicídio,25/02/2012,19:40,Maceió,Tabuleiro do Martins,Masculino,NI,38.0,PAF,Interior de Veículo,2012-02-25 19:40:00,388.0
,CVLI,Homicídio,25/02/2012,21:40,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,33.0,PAF,Via Pública,2012-02-25 21:40:00,389.0
,CVLI,Homicídio,26/02/2012,01:40,Coruripe,Zona Rural,Masculino,Preta,47.0,PAF,Via Pública,2012-02-26 01:40:00,390.0
,CVLI,Homicídio,26/02/2012,10:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,31.0,PAF,Interior de Veículo,2012-02-26 10:30:00,391.0
,CVLI,Homicídio,26/02/2012,21:30,Maceió,Clima Bom,Masculino,NI,21.0,PAF,Via Pública,2012-02-26 21:30:00,392.0
,CVLI,Homicídio,26/02/2012,20:00,Murici,Centro,Masculino,Parda,21.0,BRANCA,Via Pública,2012-02-26 20:00:00,393.0
,CVLI,Homicídio,26/02/2012,22:30,Palmeira dos Índios,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-02-26 22:30:00,394.0
,CVLI,Homicídio,23/02/2012,19:30,Satuba,Centro,Feminino,Branca,61.0,PAF,Porta de Casa,2012-02-23 19:30:00,395.0
,CVLI,Homicídio,26/02/2012,10:00,Maragogi,Zona Rural,Masculino,NI,,PAF,Vegetação,2012-02-26 10:00:00,396.0
,CVLI,Homicídio,26/02/2012,19:00,Messias,Centro,Masculino,NI,25.0,PAF,Próximo de Casa,2012-02-26 19:00:00,397.0
,CVLI,Homicídio,25/02/2012,23:30,Roteiro,Centro,Masculino,Parda,30.0,PAF,Via Pública,2012-02-25 23:30:00,398.0
,CVLI,Homicídio,01/10/2023,17:29,Maceió,Benedito Bentes,Masculino,Parda,17.0,PAF,Via Pública,2023-10-01 17:29:00,54601.0
,CVLI,Homicídio,27/02/2012,00:05,São José da Laje,Zona Rural,Masculino,Parda,42.0,PAF,Próximo de Casa,2012-02-27 00:05:00,400.0
,CVLI,Homicídio,27/02/2012,14:20,Maceió,Tabuleiro do Martins,Masculino,NI,17.0,PAF,Via Pública,2012-02-27 14:20:00,401.0
,CVLI,Homicídio,26/02/2012,03:00,Joaquim Gomes,Centro,Masculino,Parda,26.0,PAF,Próximo de Casa,2012-02-26 03:00:00,402.0
,CVLI,Homicídio,27/02/2012,14:00,Maceió,Tabuleiro do Martins,Masculino,Parda,19.0,PAF,Via Pública,2012-02-27 14:00:00,403.0
,CVLI,Roubo com Resultado Morte,28/02/2012,07:00,Maceió,Cidade Universitária,Masculino,NI,54.0,PAF,Estabelecimento Comercial,2012-02-28 07:00:00,404.0
,CVLI,Homicídio,28/02/2012,22:30,Arapiraca,Planalto,Masculino,Parda,58.0,BRANCA,Bar,2012-02-28 22:30:00,405.0
,CVLI,Homicídio,23/02/2012,19:30,Satuba,Centro,Masculino,Branca,33.0,PAF,Interior de Residência,2012-02-23 19:30:00,406.0
,CVLI,Homicídio,28/02/2012,05:00,Major Isidoro,Zona Rural,Masculino,Parda,33.0,BRANCA,Vegetação,2012-02-28 05:00:00,407.0
,CVLI,Homicídio,28/02/2012,00:00,Maceió,Cidade Universitária,Feminino,NI,15.0,PAF,Imediações de Casa,2012-02-28 00:00:00,408.0
,CVLI,Homicídio,28/02/2012,06:30,Maceió,Jacintinho,Masculino,Branca,17.0,BRANCA,Terreno Baldio,2012-02-28 06:30:00,409.0
,CVLI,Homicídio,28/02/2012,19:30,Maceió,Santos Dumont,Masculino,Parda,29.0,PAF,Via Pública,2012-02-28 19:30:00,410.0
,CVLI,Homicídio,28/02/2012,03:00,Colônia Leopoldina,Zona Rural,Masculino,NI,28.0,PAF/B,Via Pública,2012-02-28 03:00:00,411.0
,CVLI,Homicídio,28/02/2012,23:20,União dos Palmares,Roberto Correia de Araújo,Masculino,Parda,18.0,PAF,Via Pública,2012-02-28 23:20:00,413.0
,CVLI,Homicídio,01/03/2012,14:30,Maceió,Cidade Universitária,Feminino,NI,31.0,PAF,Local de Trabalho,2012-03-01 14:30:00,414.0
,CVLI,Homicídio,01/03/2012,20:20,Maceió,Tabuleiro do Martins,Masculino,Preta,39.0,PAF,Dentro de Casa,2012-03-01 20:20:00,415.0
,CVLI,Homicídio,01/03/2012,11:30,São Miguel dos Campos,Zona Rural,Masculino,NI,24.0,PAF,Via Pública,2012-03-01 11:30:00,416.0
,CVLI,Homicídio,02/03/2012,04:00,Maceió,Ponta Grossa,Masculino,Parda,21.0,PAF,Via Pública,2012-03-02 04:00:00,417.0
,CVLI,Homicídio,02/03/2012,07:00,União dos Palmares,Centro,Masculino,Parda,10.0,BRANCA,Via Pública,2012-03-02 07:00:00,418.0
,CVLI,Homicídio,02/03/2012,10:00,Campo Alegre,Zona Rural,Masculino,Preta,31.0,PAF,Dentro de Casa,2012-03-02 10:00:00,419.0
,CVLI,Homicídio,02/03/2012,06:30,Taquarana,Centro,Masculino,Parda,51.0,PAF,Terreno Baldio,2012-03-02 06:30:00,420.0
,CVLI,Roubo com Resultado Morte,02/03/2012,13:00,Branquinha,Zona Rural,Masculino,NI,67.0,BRANCA,Via Pública,2012-03-02 13:00:00,421.0
,CVLI,Homicídio,03/03/2012,22:00,São Miguel dos Campos,Centro,Masculino,Parda,49.0,PAF,Próximo de Casa,2012-03-03 22:00:00,422.0
,CVLI,Homicídio,03/03/2012,05:30,Maceió,Poço,Masculino,NI,19.0,PAF,Canal,2012-03-03 05:30:00,423.0
,CVLI,Homicídio,03/03/2012,20:00,Palmeira dos Índios,Centro,Masculino,Parda,34.0,PAF,Dentro de Casa,2012-03-03 20:00:00,424.0
,CVLI,Homicídio,03/03/2012,02:00,Arapiraca,Centro,Masculino,Parda,28.0,PAF,Via Pública,2012-03-03 02:00:00,425.0
,CVLI,Homicídio,27/02/2012,19:00,Porto Calvo,Zona Rural,Masculino,NI,,PAF,Vegetação,2012-02-27 19:00:00,426.0
,CVLI,Homicídio,03/03/2012,02:00,Arapiraca,Centro,Feminino,Parda,26.0,PAF,Via Pública,2012-03-03 02:00:00,427.0
,CVLI,Homicídio,04/03/2012,21:30,Maceió,Tabuleiro do Martins,Masculino,Parda,20.0,PAF,Interior de Veículo,2012-03-04 21:30:00,428.0
,CVLI,Homicídio,04/03/2012,04:00,Teotônio Vilela,Centro,Masculino,Parda,46.0,PAF,Via Pública,2012-03-04 04:00:00,429.0
,CVLI,Homicídio,04/03/2012,16:00,Coruripe,Centro,Masculino,Parda,48.0,PAF,Via Pública,2012-03-04 16:00:00,430.0
,CVLI,Homicídio,04/03/2012,17:00,Maceió,Tabuleiro do Martins,Masculino,NI,36.0,PAF,Via Pública,2012-03-04 17:00:00,431.0
,CVLI,Homicídio,04/03/2012,05:00,Marechal Deodoro,Barra Nova,Masculino,NI,30.0,PAF,Próximo de Casa,2012-03-04 05:00:00,432.0
,CVLI,Homicídio,04/03/2012,21:30,Maceió,Tabuleiro do Martins,Masculino,NI,26.0,PAF,Via Pública,2012-03-04 21:30:00,433.0
,CVLI,Homicídio,04/03/2012,18:30,Maceió,Riacho Doce,Masculino,Preta,22.0,PAF,Via Pública,2012-03-04 18:30:00,434.0
,CVLI,Homicídio,01/11/2015,21:00,Maceió,Benedito Bentes,Masculino,Branca,21.0,PAF,Imediações de Casa,2015-11-01 21:00:00,14394.0
,CVLI,Homicídio,06/03/2012,22:30,Rio Largo,Mata do Rolo,Feminino,NI,,PAF,Via Pública,2012-03-06 22:30:00,436.0
,CVLI,Homicídio,07/03/2012,17:52,Rio Largo,Zona Rural,Masculino,Parda,19.0,PAF,Estrada Vicinal,2012-03-07 17:52:00,437.0
,CVLI,Homicídio,07/03/2012,04:00,União dos Palmares,Centro,Masculino,Parda,12.0,BRANCA,Prédio Abandonado,2012-03-07 04:00:00,438.0
,CVLI,Homicídio,01/11/2019,08:20,Maceió,Vergel do Lago,Masculino,Parda,18.0,PAF,Porta de Casa,2019-11-01 08:20:00,33336.0
,CVLI,Homicídio,07/03/2012,09:40,Maceió,Clima Bom,Masculino,Branca,20.0,PAF,Via Pública,2012-03-07 09:40:00,440.0
,CVLI,Homicídio,07/03/2012,17:30,Cajueiro,Centro,Feminino,Preta,5.0,ASFIXIA MECÂNICA,Local Público,2012-03-07 17:30:00,441.0
,CVLI,Homicídio,08/03/2012,09:30,Taquarana,Zona Rural,Masculino,Parda,18.0,PAF/B,Próximo de Casa,2012-03-08 09:30:00,442.0
