D_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
701,CVLI,Homicídio,14/04/2012,12:00,Penedo,Centro,Masculino,Preta,51,PAF,Via Pública
25053,CVLI,Homicídio,02/04/2018,04:25,Maceió,Benedito Bentes,Masculino,Branca,,NI,Via Pública
43910,CVLI,Homicídio,02/04/2021,18:05,Maceió,Benedito Bentes,Masculino,Branca,32,PAF,Porta de Casa
784,CVLI,Homicídio,02/05/2012,05:06,Maceió,Benedito Bentes,Masculino,Parda,18,ESPANCAMENTO,Via Pública
705,CVLI,Homicídio,14/04/2012,15:15,Santana do Mundaú,Centro,Masculino,Preta,25,PAF,Bar
706,CVLI,Homicídio,14/04/2012,19:00,Palmeira dos Índios,Centro,Masculino,Branca,69,BRANCA,Estabelecimento Comercial
707,CVLI,Homicídio,14/04/2012,22:00,Lagoa da Canoa,Zona Rural,Masculino,Parda,33,PAF,Via Pública
708,CVLI,Homicídio,14/04/2012,22:00,Marechal Deodoro,Zona Rural,Masculino,Parda,32,PAF,Próximo de Casa
709,CVLI,Homicídio,14/04/2012,23:20,Maceió,Jaraguá,Masculino,Parda,15,PAF,Via Pública
710,CVLI,Homicídio,14/04/2012,23:35,Barra de Santo Antônio,Centro,Masculino,Parda,29,PAF,Imediações de Casa
711,CVLI,Homicídio,15/04/2012,06:45,Messias,Zona Rural,Masculino,Parda,25,PAF/B,Dentro de Casa
712,CVLI,Homicídio,15/04/2012,11:18,Marechal Deodoro,Centro,Masculino,Parda,18,PAF,Próximo de Casa
713,CVLI,Homicídio,15/04/2012,13:15,Arapiraca,Manoel Teles,Masculino,Parda,33,PAF,Bar
714,CVLI,Homicídio,15/04/2012,14:00,Atalaia,Zona Rural,Masculino,NI,16,PAF,Via Pública
715,CVLI,Homicídio,15/04/2012,20:20,Maceió,Tabuleiro do Martins,Masculino,Parda,26,PAF,Imediações de Casa
12779,CVLI,Homicídio,02/05/2015,21:00,Maceió,Benedito Bentes,Masculino,Branca,19,PAF,Imediações de Casa
718,CVLI,Homicídio,16/04/2012,07:30,Palmeira dos Índios,Zona Rural,Masculino,Parda,32,PAF,Via Pública
719,CVLI,Homicídio,16/04/2012,18:40,Pilar,Chã do Pilar,Masculino,Parda,38,PAF,Via Pública
720,CVLI,Homicídio,16/04/2012,19:00,Teotônio Vilela,Zona Rural,Masculino,Parda,60,PAF,Dentro de Casa
721,CVLI,Homicídio,16/04/2012,19:26,Maceió,Tabuleiro do Martins,Masculino,NI,17,PAF,Via Pública
723,CVLI,Homicídio,17/04/2012,00:41,Maceió,Cidade Universitária,Feminino,Parda,20,PAF/B,Dentro de Casa
724,CVLI,Homicídio,17/04/2012,00:41,Maceió,Cidade Universitária,Feminino,Parda,38,PAF,Dentro de Casa
725,CVLI,Roubo com Resultado Morte,17/04/2012,07:00,Igaci,Zona Rural,Masculino,Parda,48,PAF,Via Pública
726,CVLI,Homicídio,17/04/2012,07:00,São José da Tapera,Zona Rural,Masculino,NI,63,PAF,Próximo de Casa
727,CVLI,Homicídio,17/04/2012,18:05,Maceió,Clima Bom,Masculino,Parda,20,PAF,Imediações de Casa
728,CVLI,Homicídio,17/04/2012,19:00,Joaquim Gomes,Centro,Masculino,Parda,32,PAF,Via Pública
729,CVLI,Homicídio,17/04/2012,19:30,Marechal Deodoro,Zona Rural,Masculino,NI,24,PAF,Via Pública
730,CVLI,Homicídio,17/04/2012,22:00,Barra de São Miguel,Zona Rural,Feminino,Parda,22,PAF,Terreno Baldio
731,CVLI,Homicídio,18/04/2012,08:33,Maceió,Jaraguá,Feminino,Parda,35,ESPANCAMENTO,Via Pública
732,CVLI,Homicídio,18/04/2012,14:30,Maceió,Jacintinho,Masculino,Parda,44,PAF,Via Pública
733,CVLI,Homicídio,18/04/2012,17:30,Igreja Nova,Zona Rural,Masculino,Branca,54,PAF,Estabelecimento Comercial
734,CVLI,Homicídio,19/04/2012,13:00,Rio Largo,Mata do Rolo,Masculino,Parda,19,PAF,Imediações de Casa
735,CVLI,Homicídio,19/04/2012,21:00,Maceió,Cidade Universitária,Feminino,NI,27,PAF,Dentro de Casa
736,CVLI,Homicídio,19/04/2012,22:00,Maceió,Jacintinho,Masculino,Parda,36,PAF,Via Pública
737,CVLI,Homicídio,19/04/2012,23:30,Lagoa da Canoa,Zona Rural,Masculino,NI,32,PAF,Via Pública
738,CVLI,Homicídio,20/04/2012,05:20,Maceió,Clima Bom,Masculino,Parda,50,PAF,Próximo de Casa
739,CVLI,Roubo com Resultado Morte,20/04/2012,07:00,Estrela de Alagoas,Zona Rural,Masculino,Parda,76,PAF,Dentro de Casa
741,CVLI,Homicídio,20/04/2012,18:00,Maceió,Jacintinho,Masculino,Parda,19,PAF,Dentro de Casa
742,CVLI,Homicídio,20/04/2012,21:00,Maceió,Chã de Bebedouro,Masculino,Parda,18,PAF,Próximo de Casa
743,CVLI,Homicídio,20/04/2012,21:50,Maceió,Farol,Masculino,Parda,23,PAF,Imediações de Casa
744,CVLI,Homicídio,20/04/2012,22:00,Viçosa,Centro,Masculino,Parda,18,PAF,Local Público
745,CVLI,Homicídio,20/04/2012,18:30,Maceió,Jacintinho,Masculino,Parda,19,PAF,Dentro de Casa
746,CVLI,Homicídio,21/04/2012,11:00,Santana do Ipanema,Zona Rural,Masculino,Branca,48,PAF,Via Pública
747,CVLI,Homicídio,21/04/2012,13:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,19,PAF,Via Pública
748,CVLI,Homicídio,22/04/2012,01:50,Maceió,Feitosa,Masculino,Parda,20,PAF,Casa de Parente
749,CVLI,Homicídio,22/04/2012,09:40,Maceió,Ipioca,Masculino,Parda,25,PAF,Vegetação
750,CVLI,Homicídio,22/04/2012,15:40,Rio Largo,Centro,Masculino,Parda,32,PAF,Via Pública
751,CVLI,Homicídio,22/04/2012,17:30,Maceió,Jacintinho,Masculino,Parda,23,PAF,Próximo de Casa
57236,CVLI,Homicídio,02/05/2024,07:27,Maceió,Vergel do Lago,Masculino,Preta,,NI,Aquático - Lagoa
753,CVLI,Homicídio,22/04/2012,20:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,23,PAF,Bar
754,CVLI,Homicídio,22/04/2012,20:30,Maceió,Bebedouro,Masculino,Parda,23,PAF,Imediações de Casa
755,CVLI,Homicídio,22/04/2012,22:00,Água Branca,Centro,Masculino,Parda,28,PAF,Próximo de Casa
756,CVLI,Homicídio,22/04/2012,23:30,Teotônio Vilela,Centro,Masculino,Parda,91,ASFIXIA MECÂNICA,Dentro de Casa
757,CVLI,Homicídio,22/04/2012,23:40,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,14,PAF,Imediações de Casa
758,CVLI,Homicídio,22/04/2012,23:31,Maceió,Pontal da Barra,Masculino,Parda,30,PAF,Via Pública
759,CVLI,Homicídio,23/04/2012,00:15,Delmiro Gouveia,Centro,Masculino,Branca,26,PAF,Via Pública
761,CVLI,Homicídio,23/04/2012,05:30,Maceió,Cidade Universitária,Masculino,Parda,68,BRANCA,Próximo de Casa
762,CVLI,Homicídio,23/04/2012,12:00,Passo de Camaragibe,Zona Rural,Masculino,Parda,16,BRANCA,Rio
763,CVLI,Homicídio,23/04/2012,12:00,Santana do Ipanema,Zona Rural,Masculino,Branca,23,PAF,Dentro de Casa
764,CVLI,Homicídio,23/04/2012,17:30,São Miguel dos Campos,Centro,Masculino,Parda,38,PAF,Via Pública
765,CVLI,Homicídio,23/04/2012,19:30,Coruripe,Centro,Masculino,Preta,53,PAF,Porta de Casa
766,CVLI,Homicídio,24/04/2012,13:40,Olho d Água das Flores,Centro,Masculino,Branca,39,PAF,Local de Trabalho
767,CVLI,Homicídio,24/04/2012,19:40,Arapiraca,Brasília,Masculino,Parda,26,PAF,Dentro de Casa
768,CVLI,Homicídio,29/04/2012,06:30,Jaramataia,Zona Rural,Masculino,Parda,41,PAF,Via Pública
769,CVLI,Homicídio,29/04/2012,09:14,Major Isidoro,Zona Rural,Masculino,NI,,PAF,Via Pública
770,CVLI,Homicídio,29/04/2012,17:50,Marechal Deodoro,Zona Rural,Masculino,NI,38,BRANCA,Vegetação
771,CVLI,Homicídio,29/04/2012,21:16,Maceió,Jacintinho,Masculino,NI,21,PAF,Via Pública
772,CVLI,Homicídio,30/04/2012,03:00,Igreja Nova,Zona Rural,Masculino,Parda,46,PAF,Dentro de Casa
773,CVLI,Homicídio,30/04/2012,18:48,Maceió,Cidade Universitária,Masculino,Parda,53,BRANCA,Dentro de Casa
774,CVLI,Homicídio,30/04/2012,20:36,Maceió,Poço,Feminino,Parda,21,PAF,Próximo de Casa
38824,CVLI,Homicídio,02/06/2020,16:14,Maceió,Benedito Bentes,Masculino,Parda,16,BRANCA,Plantação
776,CVLI,Homicídio,30/04/2012,22:49,São Miguel dos Campos,Centro,Masculino,Parda,29,PAF,Via Pública
777,CVLI,Homicídio,01/05/2012,05:30,Maceió,Rio Novo,Feminino,Parda,,ASFIXIA MECÂNICA,Via Pública
778,CVLI,Homicídio,01/05/2012,14:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,52,BRANCA,Porta de Casa
779,CVLI,Homicídio,28/04/2012,00:30,Arapiraca,Canafístula,Masculino,Preta,38,ESPANCAMENTO,Local Público
780,CVLI,Homicídio,01/05/2012,18:30,Pilar,Chã do Pilar,Masculino,Parda,16,PAF,Próximo de Casa
781,CVLI,Homicídio,01/05/2012,18:30,São José da Laje,Centro,Masculino,NI,15,PAF,Via Pública
782,CVLI,Roubo com Resultado Morte,01/05/2012,19:00,Girau do Ponciano,Zona Rural,Masculino,Parda,59,PAF,Via Pública
44736,CVLI,Homicídio,02/06/2021,20:40,Maceió,Benedito Bentes,Masculino,Parda,56,PAF,Próximo de Casa
785,CVLI,Homicídio,02/05/2012,12:40,Barra de Santo Antônio,Zona Rural,Masculino,Parda,31,PAF/B,Vegetação
786,CVLI,Homicídio,02/05/2012,12:40,Barra de Santo Antônio,Zona Rural,Masculino,NI,25,PAF/B,Vegetação
787,CVLI,Homicídio,02/05/2012,17:30,Maceió,Centro,Masculino,Parda,17,PAF,Via Pública
788,CVLI,Homicídio,03/05/2012,01:00,Viçosa,Zona Rural,Masculino,Parda,24,PAF,Via Pública
789,CVLI,Homicídio,04/05/2012,13:20,Satuba,Centro,Masculino,Parda,22,PAF,Via Pública
790,CVLI,Homicídio,04/05/2012,20:00,Satuba,Zona Rural,Feminino,Parda,35,ASFIXIA MECÂNICA,Vegetação
791,CVLI,Homicídio,04/05/2012,17:30,Teotônio Vilela,Centro,Masculino,Parda,42,PAF,Próximo de Casa
792,CVLI,Homicídio,04/05/2012,19:00,Coruripe,Zona Rural,Masculino,Parda,30,PAF,Dentro de Casa
793,CVLI,Roubo com Resultado Morte,04/05/2012,21:00,Palmeira dos Índios,Jardim Brasil,Masculino,Parda,58,PAF,Via Pública
795,CVLI,Homicídio,05/05/2012,17:10,Poço das Trincheiras,Zona Rural,Masculino,Parda,40,PAF,Próximo de Casa
796,CVLI,Homicídio,06/05/2012,00:27,Arapiraca,Zona Rural Oeste,Feminino,NI,,NI,Via Pública
797,CVLI,Homicídio,06/05/2012,03:00,Arapiraca,Sítio Mundo Novo,Masculino,Parda,26,PAF/B,Estrada Vicinal
798,CVLI,Homicídio,06/05/2012,07:00,Capela,Zona Rural,Masculino,Parda,23,BRANCA,Vegetação
57606,CVLI,Homicídio,02/06/2024,12:56,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Via Pública
800,CVLI,Homicídio,06/05/2012,18:07,Maceió,Jacarecica,Masculino,NI,34,PAF,Dentro de Casa
801,CVLI,Homicídio,06/05/2012,19:00,São Miguel dos Campos,Centro,Masculino,Parda,23,PAF,Via Pública
802,CVLI,Homicídio,06/05/2012,21:07,Maceió,Cidade Universitária,Masculino,NI,21,PAF,Próximo de Casa
803,CVLI,Homicídio,07/05/2012,02:04,Maceió,Chã da Jaqueira,Masculino,Parda,35,PAF,Imediações de Casa
804,CVLI,Homicídio,07/05/2012,04:00,Maceió,Cidade Universitária,Masculino,NI,17,PAF,Imediações de Casa
806,CVLI,Homicídio,07/05/2012,08:30,Olho d Água Grande,Zona Rural,Masculino,Parda,50,PAF,Próximo de Casa
1304,CVLI,Homicídio,02/07/2012,22:00,Maceió,Vergel do Lago,Masculino,Parda,20,PAF,Próximo de Casa
808,CVLI,Homicídio,07/05/2012,18:16,Campo Alegre,Zona Rural,Masculino,Parda,33,PAF,Dentro de Casa
809,CVLI,Homicídio,07/05/2012,19:55,Arapiraca,Baixão,Masculino,Amarela,34,PAF,Via Pública
810,CVLI,Homicídio,07/05/2012,18:00,Roteiro,Centro,Masculino,Parda,28,PAF,Dentro de Casa
811,CVLI,Homicídio,07/05/2012,21:00,Arapiraca,Olho d Água dos Cazuzinhos,Masculino,Parda,50,PAF,Porta de Casa
812,CVLI,Homicídio,07/05/2012,21:10,Branquinha,Zona Rural,Masculino,Parda,28,PAF/B,Via Pública
813,CVLI,Homicídio,08/05/2012,09:50,Maceió,Pinheiro,Masculino,Parda,49,PAF,Via Pública
814,CVLI,Homicídio,08/05/2012,14:40,Maceió,Cidade Universitária,Masculino,Parda,17,PAF,Imediações de Casa
815,CVLI,Homicídio,08/05/2012,20:30,Rio Largo,Zona Rural,Masculino,Parda,67,OUTROS,Vegetação
816,CVLI,Homicídio,08/05/2012,21:00,Maceió,Jacintinho,Masculino,Parda,16,PAF,Via Pública
817,CVLI,Homicídio,08/05/2012,23:00,Dois Riachos,Centro,Masculino,Parda,27,PAF,Via Pública
818,CVLI,Homicídio,09/05/2012,00:10,Olho d Água das Flores,Centro,Masculino,Parda,48,PAF,Via Pública
819,CVLI,Homicídio,09/05/2012,18:00,Arapiraca,Sítio Mulungu,Feminino,Parda,27,PAF,Dentro de Casa
820,CVLI,Homicídio,09/05/2012,18:00,Arapiraca,Olho d Água dos Cazuzinhos,Masculino,Parda,53,PAF,Dentro de Casa
821,CVLI,Homicídio,09/05/2012,22:28,Arapiraca,Guaribas,Masculino,Parda,18,PAF,Via Pública
822,CVLI,Homicídio,10/05/2012,17:00,Feira Grande,Zona Rural,Masculino,Parda,29,PAF,Via Pública
823,CVLI,Homicídio,10/05/2012,19:40,Maceió,Cidade Universitária,Masculino,Parda,18,PAF,Próximo de Casa
824,CVLI,Homicídio,07/05/2012,00:10,Rio Largo,Centro,Masculino,Parda,30,PAF,Via Pública
825,CVLI,Homicídio,11/05/2012,02:00,Maceió,Ipioca,Masculino,NI,18,PAF,Dentro de Casa
826,CVLI,Homicídio,11/05/2012,02:00,Maceió,Ipioca,Masculino,NI,20,PAF,Dentro de Casa
827,CVLI,Homicídio,11/05/2012,06:30,Maragogi,Zona Rural,Masculino,NI,42,BRANCA,Local Público
828,CVLI,Homicídio,12/05/2012,00:40,Murici,Centro,Feminino,Parda,25,PAF,Via Pública
829,CVLI,Homicídio,11/05/2012,23:00,Palmeira dos Índios,Paraíso,Masculino,Parda,29,PAF,Via Pública
830,CVLI,Homicídio,12/05/2012,11:00,Pilar,Centro,Masculino,Parda,66,BRANCA,Dentro de Casa
831,CVLI,Homicídio,12/05/2012,14:50,Rio Largo,Zona Rural,Masculino,Parda,37,PAF,Dentro de Casa
832,CVLI,Homicídio,12/05/2012,17:00,Maceió,Tabuleiro do Martins,Masculino,Parda,32,PAF,Via Pública
833,CVLI,Homicídio,12/05/2012,18:40,Maceió,Jacintinho,Masculino,Parda,19,PAF,Via Pública
834,CVLI,Homicídio,12/05/2012,18:40,Maceió,Jacintinho,Masculino,Parda,15,PAF,Porta de Casa
835,CVLI,Homicídio,12/05/2012,21:30,Maceió,Riacho Doce,Masculino,Parda,22,PAF,Próximo de Casa
836,CVLI,Homicídio,12/05/2012,23:30,São Miguel dos Campos,Centro,Masculino,Parda,25,PAF,Bar
39148,CVLI,Homicídio,02/07/2020,23:00,Maceió,Vergel do Lago,Masculino,Parda,45,PAF,Próximo de Casa
45050,CVLI,Homicídio,02/07/2021,18:06,Maceió,Benedito Bentes,Masculino,Preta,34,PAF,Próximo de Casa
840,CVLI,Roubo com Resultado Morte,13/05/2012,01:00,Arapiraca,Jardim Tropical,Masculino,Parda,36,PAF,Via Pública
841,CVLI,Homicídio,13/05/2012,02:20,Maceió,Poço,Masculino,Parda,23,PAF,Bar
842,CVLI,Homicídio,13/05/2012,06:00,Maceió,Jaraguá,Masculino,Parda,25,PAF,Casa de Show
843,CVLI,Homicídio,13/05/2012,06:00,Arapiraca,Zona Rural Leste,Masculino,Parda,,PAF/B,Via Pública
844,CVLI,Homicídio,13/05/2012,15:30,Maceió,Trapiche da Barra,Masculino,Parda,18,PAF,Próximo de Casa
845,CVLI,Homicídio,13/05/2012,17:30,Maceió,Bebedouro,Masculino,NI,49,PAF,Porta de Casa
846,CVLI,Homicídio,13/05/2012,17:30,Maceió,Bebedouro,Masculino,NI,20,PAF,Porta de Casa
847,CVLI,Homicídio,13/05/2012,18:20,Maceió,Riacho Doce,Masculino,Parda,23,PAF,Via Pública
848,CVLI,Homicídio,13/05/2012,18:40,Maceió,Jacintinho,Masculino,NI,22,PAF,Imediações de Casa
849,CVLI,Homicídio,13/05/2012,19:00,Palmeira dos Índios,Centro,Masculino,Parda,48,PAF,Dentro de Casa
850,CVLI,Homicídio,13/05/2012,19:30,Maceió,Cidade Universitária,Masculino,Branca,21,PAF,Via Pública
851,CVLI,Homicídio,13/05/2012,20:00,Rio Largo,Tabuleiro do Pinto,Feminino,Parda,30,PAF,Dentro de Casa
852,CVLI,Homicídio,13/05/2012,20:30,Maceió,Santa Lúcia,Masculino,Parda,18,PAF,Casa de Show
853,CVLI,Homicídio,13/05/2012,22:00,União dos Palmares,Zona Rural,Masculino,Parda,34,PAF,Via Pública
854,CVLI,Homicídio,13/05/2012,23:30,Arapiraca,Primavera,Masculino,NI,,PAF,Via Pública
855,CVLI,Homicídio,13/05/2012,20:32,Taquarana,Centro,Masculino,Parda,27,PAF,Porta de Casa
856,CVLI,Homicídio,13/05/2012,18:30,Igaci,Centro,Masculino,Parda,65,PAF,Dentro de Casa
857,CVLI,Homicídio,13/05/2012,00:00,Delmiro Gouveia,Centro,Masculino,Parda,21,PAF,Via Pública
859,CVLI,Homicídio,13/05/2012,00:00,Maravilha,Zona Rural,Masculino,Parda,68,BRANCA,Imediações de Casa
861,CVLI,Homicídio,16/05/2012,03:00,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,36,BRANCA,Porta de Casa
863,CVLI,Roubo com Resultado Morte,14/05/2012,16:00,Maceió,Jatiúca,Masculino,NI,67,PAF,Estacionamento
864,CVLI,Homicídio,15/05/2012,02:30,Maceió,Tabuleiro do Martins,Masculino,NI,20,PAF,Via Pública
865,CVLI,Homicídio,15/05/2012,10:40,Maceió,Santo Amaro,Masculino,Parda,23,PAF,Terreno Baldio
866,CVLI,Homicídio,15/05/2012,10:40,Maceió,Santo Amaro,Masculino,Preta,22,PAF,Terreno Baldio
867,CVLI,Homicídio,15/05/2012,12:00,Pão de Açúcar,Zona Rural,Masculino,Parda,35,ESPANCAMENTO,Via Pública
868,CVLI,Homicídio,15/05/2012,17:30,Maceió,Bebedouro,Masculino,NI,60,ESPANCAMENTO,Dentro de Casa
869,CVLI,Homicídio,15/05/2012,19:30,Arapiraca,Eldorado,Masculino,Branca,45,PAF,Porta de Casa
53709,CVLI,Homicídio,02/07/2023,17:09,Maceió,Vergel do Lago,Masculino,Branca,32,PAF,Porta de Casa
871,CVLI,Homicídio,15/05/2012,23:30,Maceió,Chã da Jaqueira,Masculino,Parda,19,PAF,Dentro de Casa
872,CVLI,Homicídio,04/05/2012,16:30,São José da Laje,Centro,Masculino,NI,38,PAF,Dentro de Casa
873,CVLI,Homicídio,16/05/2012,18:00,Rio Largo,Mata do Rolo,Masculino,Parda,41,PAF,Bar
1894,CVLI,Homicídio,02/09/2012,22:00,Maceió,Benedito Bentes,Feminino,Parda,19,BRANCA,Campo de Futebol
875,CVLI,Homicídio,16/05/2012,20:30,Campo Alegre,Centro,Masculino,Parda,18,PAF,Próximo de Casa
876,CVLI,Homicídio,16/05/2012,23:20,Maceió,Jacintinho,Masculino,Parda,16,BRANCA,Próximo de Casa
877,CVLI,Homicídio,16/05/2012,17:30,Arapiraca,Cacimbas,Masculino,NI,56,PAF,Via Pública
878,CVLI,Homicídio,16/05/2012,21:00,Maceió,Jatiúca,Masculino,Parda,40,PAF,Via Pública
879,CVLI,Homicídio,16/05/2012,00:00,Maceió,Levada,Masculino,Parda,35,PAF,Via Pública
880,CVLI,Homicídio,18/05/2012,11:30,Maceió,São Jorge,Masculino,Parda,17,PAF,Via Pública
881,CVLI,Homicídio,18/05/2012,18:40,Maceió,Levada,Masculino,Branca,29,PAF,Via Pública
882,CVLI,Homicídio,18/05/2012,19:00,Marechal Deodoro,Centro,Masculino,Parda,26,PAF,Via Pública
883,CVLI,Homicídio,18/05/2012,21:00,Maceió,Pescaria,Masculino,Parda,23,PAF,Porta de Casa
884,CVLI,Homicídio,18/05/2012,19:30,Pariconha,Zona Rural,Masculino,Parda,20,PAF,Via Pública
885,CVLI,Homicídio,19/05/2012,12:30,Maceió,Riacho Doce,Masculino,NI,17,PAF,Via Pública
886,CVLI,Homicídio,19/05/2012,18:00,Arapiraca,Manoel Teles,Feminino,Parda,54,NI,Dentro de Casa
887,CVLI,Homicídio,19/05/2012,19:40,Maceió,Ouro Preto,Masculino,Branca,31,PAF,Via Pública
888,CVLI,Homicídio,19/05/2012,20:30,Pilar,Engenho Velho,Masculino,Amarela,25,PAF,Dentro de Casa
889,CVLI,Homicídio,19/05/2012,22:40,Arapiraca,Planalto,Masculino,Parda,22,PAF,Via Pública
890,CVLI,Homicídio,19/05/2012,00:00,Coruripe,Zona Rural,Feminino,Preta,15,PAF,Vegetação
891,CVLI,Homicídio,19/05/2012,00:00,Coruripe,Zona Rural,Feminino,Parda,15,PAF,Vegetação
5751,CVLI,Homicídio,02/09/2013,19:45,Maceió,Vergel do Lago,Masculino,Parda,18,PAF,Próximo de Casa
893,CVLI,Homicídio,20/05/2012,00:30,São Luís do Quitunde,Centro,Masculino,NI,23,NI,Via Pública
894,CVLI,Homicídio,20/05/2012,01:00,Atalaia,Zona Rural,Masculino,NI,29,PAF,Bar
895,CVLI,Homicídio,20/05/2012,02:00,Matriz de Camaragibe,Centro,Masculino,Branca,19,PAF,Via Pública
896,CVLI,Homicídio,20/05/2012,04:00,São José da Tapera,Zona Rural,Masculino,Parda,46,ESPANCAMENTO,Via Pública
897,CVLI,Homicídio,20/05/2012,10:30,Maceió,Jacintinho,Masculino,Parda,18,PAF,Via Pública
898,CVLI,Homicídio,20/05/2012,14:15,Palmeira dos Índios,Centro,Masculino,Parda,39,PAF,Parque Aquático
899,CVLI,Homicídio,20/05/2012,14:50,Palmeira dos Índios,Alto do Cruzeiro,Masculino,Parda,51,PAF,Parque Aquático
900,CVLI,Homicídio,20/05/2012,20:30,Lagoa da Canoa,Zona Rural,Masculino,Parda,32,PAF,Via Pública
901,CVLI,Roubo com Resultado Morte,21/05/2012,05:00,Mata Grande,Zona Rural,Masculino,Parda,68,ESPANCAMENTO,Local de Trabalho
902,CVLI,Homicídio,21/05/2012,07:30,Joaquim Gomes,Centro,Masculino,Parda,17,BRANCA,Terreno Baldio
903,CVLI,Roubo com Resultado Morte,21/05/2012,11:20,Marechal Deodoro,Centro,Masculino,Parda,65,PAF,Via Pública
904,CVLI,Homicídio,21/05/2012,16:00,Ibateguara,Centro,Masculino,NI,16,PAF,Via Pública
905,CVLI,Homicídio,21/05/2012,18:00,Maceió,Tabuleiro do Martins,Masculino,Parda,29,PAF,Próximo de Casa
906,CVLI,Homicídio,21/05/2012,18:40,Colônia Leopoldina,Centro,Masculino,Parda,28,BRANCA,Via Pública
907,CVLI,Homicídio,21/05/2012,21:00,São Miguel dos Campos,Centro,Masculino,NI,19,PAF,Próximo de Casa
908,CVLI,Homicídio,21/05/2012,23:40,Jaramataia,Centro,Masculino,Amarela,26,PAF,Dentro de Casa
909,CVLI,Homicídio,22/05/2012,18:00,Girau do Ponciano,Zona Rural,Masculino,NI,,PAF,Via Pública
910,CVLI,Homicídio,21/05/2012,19:00,Maceió,Levada,Masculino,Parda,35,ESPANCAMENTO,Via Pública
911,CVLI,Homicídio,22/05/2012,23:30,Maceió,Chã da Jaqueira,Masculino,Parda,25,PAF,Via Pública
912,CVLI,Homicídio,23/05/2012,06:30,Rio Largo,Tabuleiro do Pinto,Masculino,NI,18,PAF,Via Pública
913,CVLI,Homicídio,23/05/2012,20:30,Santana do Ipanema,Centro,Feminino,Branca,31,PAF,Próximo de Casa
914,CVLI,Roubo com Resultado Morte,24/05/2012,02:00,Pilar,Zona Rural,Masculino,NI,21,PAF,Vegetação
915,CVLI,Homicídio,23/05/2012,22:30,Coruripe,Centro,Masculino,Parda,15,PAF,Via Pública
916,CVLI,Homicídio,23/05/2012,22:30,Maceió,Guaxuma,Masculino,NI,24,PAF,Dentro de Casa
917,CVLI,Homicídio,24/05/2012,19:00,Marechal Deodoro,Centro,Feminino,Parda,34,PAF,Dentro de Casa
954,CVLI,Homicídio,25/05/2012,06:00,Maceió,Santos Dumont,Masculino,Parda,30,ESPANCAMENTO,Via Pública
955,CVLI,Homicídio,13/05/2012,00:15,Anadia,Zona Rural,Masculino,Parda,31,BRANCA,Dentro de Casa
956,CVLI,Homicídio,25/05/2012,15:00,Maceió,Jacintinho,Masculino,Parda,14,PAF,Bar
957,CVLI,Roubo com Resultado Morte,26/05/2012,16:50,Maceió,Jatiúca,Masculino,Branca,66,PAF,Via Pública
958,CVLI,Homicídio,26/05/2012,19:20,Maceió,Santos Dumont,Feminino,Parda,29,PAF,Via Pública
959,CVLI,Homicídio,27/05/2012,08:00,Maceió,Poço,Masculino,NI,42,PAF,Interior de Veículo
960,CVLI,Homicídio,26/05/2012,22:00,União dos Palmares,Centro,Masculino,Parda,20,PAF,Via Pública
961,CVLI,Homicídio,26/05/2012,22:00,União dos Palmares,Centro,Masculino,Parda,21,PAF,Via Pública
962,CVLI,Homicídio,27/05/2012,07:30,Maceió,Santos Dumont,Masculino,NI,,BRANCA,Terreno Baldio
963,CVLI,Homicídio,27/05/2012,17:00,Maceió,Jacintinho,Masculino,NI,18,PAF,Via Pública
964,CVLI,Homicídio,27/05/2012,20:30,Maceió,Trapiche da Barra,Masculino,Parda,18,PAF,Porta de Casa
966,CVLI,Homicídio,27/05/2012,23:55,Lagoa da Canoa,Zona Rural,Masculino,NI,18,PAF,Via Pública
9887,CVLI,Homicídio,02/09/2014,22:00,Maceió,Benedito Bentes,Masculino,Parda,26,PAF,Dentro de Casa
968,CVLI,Homicídio,25/05/2012,17:40,Pilar,Chã do Pilar,Masculino,Parda,35,PAF,Bar
969,CVLI,Homicídio,25/05/2012,07:30,Satuba,Zona Rural,Masculino,Parda,22,PAF,Vegetação
31154,CVLI,Homicídio,02/09/2019,13:58,Maceió,Vergel do Lago,Feminino,Parda,32,PAF,Imediações de Casa
971,CVLI,Roubo com Resultado Morte,25/05/2012,23:45,Maceió,Jacarecica,Feminino,Branca,16,PAF,Interior de Veículo
972,CVLI,Roubo com Resultado Morte,25/05/2012,23:45,Maceió,Jacarecica,Masculino,Preta,34,PAF,Interior de Veículo
973,CVLI,Homicídio,26/05/2012,09:00,São Sebastião,Centro,Masculino,Parda,28,PAF,Terreno Baldio
974,CVLI,Homicídio,26/05/2012,09:00,São Sebastião,Centro,Masculino,NI,37,PAF,Terreno Baldio
